id,api_id,duration,lap_id,local_timestamp,number,session_entry_id
1429,pitstop_mcK0dmD2,00:00:25.748,307424,14:43:03,1,29472
1430,pitstop_3wAztGPM,00:00:24.993,307507,14:45:47,1,29476
1431,pitstop_BgQNI9KK,00:00:25.642,307592,14:51:32,1,29480
1432,pitstop_0KgqreFJ,00:00:26.447,307666,14:43:29,1,29483
1433,pitstop_bFM3WHwo,00:00:26.38,307746,14:43:28,1,29486
1434,pitstop_vHBVh3sT,00:00:26.41,307827,14:43:29,1,29490
1435,pitstop_kR31LC4C,00:00:25.666,307912,14:50:36,1,29493
1436,pitstop_KTP280i4,00:00:19.677,307917,14:57:38,2,29493
1437,pitstop_hTwMZuDC,00:00:26.063,307972,14:27:24,1,29494
1438,pitstop_tA0hteme,00:00:26.157,308025,15:38:55,2,29494
1439,pitstop_EW3OOPx7,00:00:26.066,308064,14:44:53,1,29497
1440,pitstop_0DuFGoPE,00:00:31.293,308107,15:43:52,2,29497
1441,pitstop_zMiesrgK,00:00:25.567,308142,14:45:01,1,29499
1442,pitstop_LTlTO3CH,00:00:36.503,308166,15:17:48,2,29499
1443,pitstop_nAbmr2G1,00:00:27.306,308219,14:44:09,1,29501
1444,pitstop_LCh1xKNo,00:00:26.973,308264,15:46:48,2,29501
1445,pitstop_gI0ilwo3,00:00:25.219,308305,14:55:43,1,29503
1446,pitstop_1EnRLrBI,00:00:25.335,308379,14:58:28,1,29506
1447,pitstop_1DQRdldi,00:00:27.186,308439,14:49:17,1,29509
1448,pitstop_sd9KDTrT,00:00:25.117,308505,14:50:07,1,29511
1449,pitstop_iEMCFMPR,00:00:39.391,308540,14:08:18,1,29515
1450,pitstop_6XlrEH6E,00:00:28.39,308554,14:04:47,1,29517
1451,pitstop_ysGlTQJ6,00:00:21.375,308584,14:25:51,1,29530
1452,pitstop_e1LPnHxI,00:00:22.53,308617,15:09:20,2,29530
1453,pitstop_ldO65SdX,00:00:21.83,308661,14:31:23,1,29534
1454,pitstop_casMsYSM,00:00:21.407,308754,14:57:52,1,29538
1455,pitstop_kbHSRTgX,00:00:21.639,308801,14:24:31,1,29541
1456,pitstop_pCj0ziYP,00:00:22.428,308848,15:26:26,2,29541
1457,pitstop_MGHaTygS,00:00:21.133,308877,14:28:31,1,29545
1458,pitstop_okxg3jF1,00:00:21.222,308950,14:28:43,1,29549
1459,pitstop_1m2xb0et,00:00:21.179,308969,14:53:57,2,29549
1460,pitstop_9BiTjJkV,00:00:21.199,309021,14:25:59,1,29553
1461,pitstop_NRrNvGHS,00:00:21.254,309056,15:12:15,2,29553
1462,pitstop_Ze2C05Wx,00:00:21.534,309117,14:56:32,1,29557
1463,pitstop_FqcoeTv9,00:00:21.453,309173,14:35:30,1,29560
1464,pitstop_dVmGNQss,00:00:21.128,309233,14:19:28,1,29563
1465,pitstop_x4lcH2bg,00:00:21.115,309279,15:20:18,2,29563
1466,pitstop_hGle7rvb,00:00:21.489,309307,14:20:45,1,29567
1467,pitstop_DLmesSsi,00:00:21.734,309338,15:02:08,2,29567
1468,pitstop_TuLYrWBA,00:00:24.583,309388,14:31:32,1,29571
1469,pitstop_UdBg8dzP,00:00:23.66,309409,14:59:35,2,29571
1470,pitstop_GqGBHSvO,00:00:22.704,309468,14:42:22,1,29574
1471,pitstop_9oJlCAa9,00:00:21.689,309528,14:26:17,1,29577
1472,pitstop_LZwF84O0,00:00:21.558,309569,15:20:40,2,29577
1473,pitstop_Y9WNGHMT,00:00:22.278,309599,14:24:55,1,29580
1474,pitstop_I62yGWWC,00:00:23.163,309626,15:01:05,2,29580
1475,pitstop_yK8kYbgG,00:00:14.641,309630,15:06:41,3,29580
1476,pitstop_PEryzroM,00:00:21.748,309668,14:23:32,1,29582
1477,pitstop_AtxGNODZ,00:00:21.845,309686,14:47:50,2,29582
1478,pitstop_kyIssnnn,00:00:21.363,309705,15:13:15,3,29582
1479,pitstop_kTVbvLYW,00:00:22.781,309748,14:34:41,1,29586
1480,pitstop_kNv0GKJh,00:00:21.733,309813,14:26:32,1,29589
1481,pitstop_4szh1DAu,00:00:21.704,309838,15:00:15,2,29589
1482,pitstop_ajWMloxO,00:00:21.888,309884,14:27:54,1,29591
1483,pitstop_b6PwbKo9,00:00:21.403,309909,15:01:38,2,29591
1484,pitstop_tPtiteIX,00:00:23.291,309964,14:41:55,1,29593
1485,pitstop_yBzVoqk7,00:00:25.52,310028,14:36:31,1,29595
1486,pitstop_rUg1vaz0,00:00:21.807,310074,14:20:47,1,29597
1487,pitstop_T8QAMK84,00:00:22.524,310104,15:00:53,2,29597
1488,pitstop_NUITSzau,00:00:19.789,310170,14:30:09,1,29605
1489,pitstop_KO3QF5re,00:00:20.718,310183,14:53:33,2,29605
1490,pitstop_eblpVnSD,00:00:21.879,310228,14:28:21,1,29608
1491,pitstop_mhoTKztP,00:00:21.103,310242,14:53:38,2,29608
1492,pitstop_iHio858d,00:00:20.477,310293,14:37:38,1,29612
1493,pitstop_fhJu2ddi,00:00:20.041,310315,15:19:40,2,29612
1494,pitstop_CLCPjI7r,00:00:20.246,310352,14:37:40,1,29615
1495,pitstop_gER2Lo51,00:00:20.222,310371,15:14:32,2,29615
1496,pitstop_9JJ7NYHY,00:00:21.198,310405,14:28:26,1,29617
1497,pitstop_ioDG2v2I,00:00:20.332,310419,14:53:50,2,29617
1498,pitstop_x22l3efI,00:00:20.625,310471,14:39:17,1,29621
1499,pitstop_sEK2UfzN,00:00:20.115,310497,15:28:36,2,29621
1500,pitstop_wdJoBrww,00:00:20.295,310534,14:44:48,1,29625
1501,pitstop_UY8uByrj,00:00:20.246,310581,14:21:23,1,29629
1502,pitstop_VKe5azLC,00:00:19.64,310597,14:50:09,2,29629
1503,pitstop_gFnQYtFn,00:00:21.032,310641,14:21:27,1,29633
1504,pitstop_5kykv49G,00:00:20.904,310656,14:48:26,2,29633
1505,pitstop_r1dJHKSA,00:00:28.44,310710,14:40:14,1,29636
1506,pitstop_MtHcgb4e,00:00:14.659,310714,14:47:48,2,29636
1507,pitstop_kCPZDbDH,00:00:21.209,310763,14:28:38,1,29639
1508,pitstop_jZOv9kdf,00:00:22.597,310786,15:12:44,2,29639
1509,pitstop_zJVsQdxJ,00:00:21.342,310822,14:28:23,1,29642
1510,pitstop_mAF3E0Pw,00:00:21.525,310836,14:53:44,2,29642
1511,pitstop_oDbYYQvn,00:00:20.726,310881,14:26:58,1,29646
1512,pitstop_SsSrA2vb,00:00:21.224,310893,14:48:42,2,29646
1513,pitstop_2sgGc1zB,00:00:21.407,310896,14:54:43,3,29646
1514,pitstop_9L2ssgWh,00:00:30.8,310915,15:30:40,4,29646
1515,pitstop_wc44ewli,00:00:21.04,310938,14:25:12,1,29648
1516,pitstop_gMFAmhmZ,00:00:24.445,310953,14:53:03,2,29648
1517,pitstop_L5laqAsr,00:00:31.636,310996,14:23:43,1,29651
1518,pitstop_fx6Xegra,00:00:22.838,311013,14:55:13,2,29651
1519,pitstop_MYnhbpuZ,00:00:20.498,311054,14:23:08,1,29653
1520,pitstop_QconCbtp,00:00:20.126,311070,14:51:54,2,29653
1521,pitstop_CtkRgMN3,00:00:39.041,311077,15:07:46,3,29653
1522,pitstop_L0V9nZjp,00:00:20.476,311096,15:41:54,4,29653
1523,pitstop_q4mSaTub,00:00:23.127,311115,14:29:09,1,29656
1524,pitstop_QYGILPZl,00:00:23.125,311129,14:55:13,2,29656
1525,pitstop_4JphYXir,00:00:22.93,311173,14:31:07,1,29658
1526,pitstop_Z1W0Vqd1,00:00:26.37,311187,14:57:51,2,29658
1527,pitstop_JY6u3mEm,00:00:14.78,311197,15:16:58,3,29658
1528,pitstop_35ztxLk4,00:00:19.355,311227,14:26:30,1,29660
1529,pitstop_gphpQSdW,00:00:31.081,311242,14:53:30,2,29660
1530,pitstop_gEUpFZHY,00:00:20.479,311289,14:31:48,1,29664
1531,pitstop_H0jMLb6R,00:00:23.183,311301,14:53:16,2,29664
1532,pitstop_EdS7Lruc,00:00:20.357,311332,14:31:32,1,29668
1533,pitstop_dvxdc2bm,00:00:20.023,311345,14:55:02,2,29668
1534,pitstop_ZoRTULIj,00:00:23.071,311366,14:28:20,1,29672
1535,pitstop_pPIF98ts,00:00:25.719,311372,14:39:29,2,29672
1536,pitstop_ykU5O0Pm,00:00:21.303,311405,14:34:17,1,29676
1537,pitstop_XfMYPW7W,00:00:25.179,311435,13:57:42,2,29679
1538,pitstop_TcFDWjxI,00:00:25.854,311454,13:26:30,1,29679
1539,pitstop_MLAPiayn,00:00:24.998,311486,14:04:03,2,29683
1540,pitstop_9nEpWN8h,00:00:25.372,311508,13:28:03,1,29683
1541,pitstop_1q6dJRpH,00:00:25.319,311547,13:54:33,2,29687
1542,pitstop_cvya5mjL,00:00:25.829,311568,13:19:58,1,29687
1543,pitstop_UbgUjhxg,00:00:25.11,311598,14:01:05,2,29691
1544,pitstop_XJROmpfJ,00:00:25.325,311620,13:24:56,1,29691
1545,pitstop_Aj4qlAVG,00:00:25.871,311654,13:59:31,2,29695
1546,pitstop_F6bs1t8I,00:00:25.581,311675,13:24:58,1,29695
1547,pitstop_5kl8Bjhu,00:00:34.201,311714,13:06:42,1,29699
1548,pitstop_fSxpet4G,00:00:25.388,311742,13:46:39,2,29699
1549,pitstop_TtzPyPWN,00:00:25.552,311763,13:59:45,2,29702
1550,pitstop_5CEhqUlb,00:00:25.938,311785,13:23:17,1,29702
1551,pitstop_1Vj3CFkT,00:00:25.003,311827,13:49:52,2,29706
1552,pitstop_ZdxqIklW,00:00:24.498,311834,13:38:11,1,29706
1553,pitstop_6WCzCAwG,00:00:26.573,311877,13:53:19,2,29710
1554,pitstop_Yu9vGWe5,00:00:25.983,311893,13:26:49,1,29710
1555,pitstop_rCObf8KW,00:00:24.762,311930,13:55:02,2,29713
1556,pitstop_O7XnGZED,00:00:25.138,311945,13:30:09,1,29713
1557,pitstop_xgMoAYIk,00:00:39.208,311977,14:04:36,2,29715
1558,pitstop_Msouu8Gn,00:00:26.845,311998,13:30:03,1,29715
1559,pitstop_9XtkCMQi,00:00:25.444,312033,14:01:25,2,29718
1560,pitstop_ZIIJ20Hn,00:00:26.06,312052,13:30:05,1,29718
1561,pitstop_GCqW7asM,00:00:25.626,312077,13:30:14,1,29722
1562,pitstop_m82mr1HW,00:00:25.613,312116,13:51:50,2,29722
1563,pitstop_suplrLQ0,00:00:26.489,312129,13:26:57,1,29725
1564,pitstop_S3IcEV4U,00:00:26.2,312163,13:56:46,2,29725
1565,pitstop_QAdes5tQ,00:00:33.529,312194,14:04:48,2,29728
1566,pitstop_99zc6nRm,00:00:25.189,312216,13:28:30,1,29728
1567,pitstop_XWQGOdt7,00:00:33.068,312272,13:24:16,2,29731
1568,pitstop_t0sE3I96,00:00:25.63,312273,13:21:39,1,29731
1569,pitstop_tvcJeXYc,00:00:26.434,312309,13:52:21,2,29735
1570,pitstop_QGa6vz7o,00:00:26.196,312326,13:23:46,1,29735
1571,pitstop_3AAIf6O0,00:00:25.241,312352,14:07:52,2,29737
1572,pitstop_kMiWdxDj,00:00:26.165,312372,13:34:02,1,29737
1573,pitstop_mOf9in1B,00:00:26.164,312406,13:58:04,2,29739
1574,pitstop_QEenq4KR,00:00:26.313,312425,13:25:46,1,29739
1575,pitstop_cRxPniOI,00:00:27.715,312466,13:49:37,1,29741
1576,pitstop_W5RnXsx9,00:00:27.944,312495,14:03:37,2,29743
1577,pitstop_yew1oFzD,00:00:29.908,312514,13:30:53,1,29743
1578,pitstop_PLoU4K5z,00:00:25.192,312545,13:21:41,1,29745
1579,pitstop_Ad90OCng,00:00:32.79,312559,13:05:45,1,29748
1580,pitstop_QswnE6CO,00:00:17.942,312589,14:59:05,2,29753
1581,pitstop_Lf9itPM5,00:00:17.57,312612,14:27:43,1,29753
1582,pitstop_oIRXT9r6,00:00:17.867,312651,14:29:13,1,29757
1583,pitstop_NbHsmZOU,00:00:16.831,312672,14:57:48,2,29757
1584,pitstop_eY6N7RN4,00:00:18.002,312713,14:18:20,1,29761
1585,pitstop_ysI8gexv,00:00:17.735,312740,14:55:22,2,29761
1586,pitstop_UHWxPTTz,00:00:18.904,312794,14:33:31,1,29765
1587,pitstop_hnXWFcsh,00:00:19.177,312815,15:02:13,2,29765
1588,pitstop_bWDQaEuh,00:00:17.512,312859,14:30:30,1,29768
1589,pitstop_XbrJIFXg,00:00:17.859,312882,14:59:07,2,29768
1590,pitstop_pX73UHlA,00:00:18.143,312928,14:26:37,1,29772
1591,pitstop_HZWV1UOa,00:00:18.199,312951,14:58:14,2,29772
1592,pitstop_tUFH0j9n,00:00:18.497,312994,14:22:25,1,29775
1593,pitstop_JFWm7YkU,00:00:17.928,313016,14:52:44,2,29775
1594,pitstop_4T8EamKF,00:00:18.163,313032,15:14:25,3,29775
1595,pitstop_5l7eY813,00:00:18.253,313062,14:19:43,1,29779
1596,pitstop_265evMIp,00:00:17.29,313090,14:58:22,2,29779
1597,pitstop_XJvX7xyi,00:00:18.442,313132,14:19:41,1,29783
1598,pitstop_Hv9HQT8f,00:00:18.286,313151,14:46:05,2,29783
1599,pitstop_owpnmi88,00:00:18.365,313166,15:06:33,3,29783
1600,pitstop_hdOaNTeW,00:00:18.395,313202,14:19:51,1,29787
1601,pitstop_lq4HwIOk,00:00:17.894,313222,14:47:31,2,29787
1602,pitstop_fymCmFx5,00:00:18.741,313240,15:11:59,3,29787
1603,pitstop_kSRoSDqv,00:00:17.899,313269,14:17:02,1,29790
1604,pitstop_wSz0w8Ej,00:00:17.968,313298,14:57:08,2,29790
1605,pitstop_kQ2pQbnC,00:00:23.049,313330,14:04:39,1,29794
1606,pitstop_3Ok6snEq,00:00:19.137,313353,14:36:49,2,29794
1607,pitstop_Y4Kf5IJk,00:00:19.68,313376,15:08:15,3,29794
1608,pitstop_Ep7r9o3B,00:00:18.374,313417,14:29:34,1,29797
1609,pitstop_i9SvJ3qk,00:00:17.99,313436,14:55:57,2,29797
1610,pitstop_64U1SLX4,00:00:18.901,313473,14:11:33,1,29800
1611,pitstop_0xuhw3wR,00:00:18.425,313494,14:40:49,2,29800
1612,pitstop_SFKrbt0L,00:00:19.949,313512,15:05:35,3,29800
1613,pitstop_DUYE2fFK,00:00:19.646,313548,14:21:05,1,29802
1614,pitstop_xQztZKjI,00:00:19.21,313573,14:55:56,2,29802
1615,pitstop_Bv0FXsta,00:00:18.085,313592,15:22:00,3,29802
1616,pitstop_EPHDUdCr,00:00:19.802,313618,14:22:47,1,29806
1617,pitstop_H91CPyo1,00:00:18.323,313636,14:47:59,2,29806
1618,pitstop_BZWvDGvJ,00:00:18.354,313654,15:12:58,3,29806
1619,pitstop_hP3xcfj4,00:00:47.942,313672,14:04:53,1,29808
1620,pitstop_jnnx1ThL,00:00:18.822,313696,14:38:46,2,29808
1621,pitstop_VJudzwKb,00:00:18.313,313718,15:09:01,3,29808
1622,pitstop_oRgYLr2B,00:00:32.766,313740,14:04:56,1,29811
1623,pitstop_qLJEeu5R,00:00:20.388,313763,14:37:20,2,29811
1624,pitstop_LE44ZUal,00:00:22.743,313781,15:02:09,3,29811
1625,pitstop_azYRRKQG,00:00:19.385,313820,14:21:24,1,29814
1626,pitstop_7ZBBvIVt,00:00:18.801,313838,14:46:32,2,29814
1627,pitstop_Bp8nEc4E,00:00:19.233,313851,15:04:41,3,29814
1628,pitstop_adz1bZ9O,00:00:28.988,313860,15:17:23,4,29814
1629,pitstop_HfqsLwUL,00:00:17.821,313894,14:32:56,1,29816
1630,pitstop_uUkfP7N4,00:00:19.391,313916,15:03:49,2,29816
1631,pitstop_CpkMFUWP,00:00:19.85,313959,14:31:43,1,29818
1632,pitstop_mWjs3eri,00:00:20.664,313984,15:07:26,2,29818
1633,pitstop_0lTwhBI1,00:00:21.399,314023,14:30:15,1,29820
1634,pitstop_z48vCFWp,00:00:18.952,314044,15:00:18,2,29820
1635,pitstop_tB7JarAW,00:00:19.535,314091,14:34:43,1,29822
1636,pitstop_uXS9DFm7,00:00:19.382,314115,15:08:59,2,29822
1637,pitstop_fQHp1xon,00:00:21.012,314137,14:07:52,1,29824
1638,pitstop_2ZheD96b,00:00:17.598,314165,14:46:44,2,29824
1639,pitstop_Ua8wyntV,00:00:18.877,314181,15:08:33,3,29824
1640,pitstop_NQLlimUD,00:00:20.436,314211,14:32:53,1,29828
1641,pitstop_KERXPRAC,00:00:19.059,314233,15:05:18,2,29828
1642,pitstop_8ulBJSlO,00:00:20.087,314285,14:36:01,1,29832
1643,pitstop_VchVFTWQ,00:00:19.772,314310,15:12:35,2,29832
1644,pitstop_pTOK5DbO,00:00:22.151,314356,14:34:22,1,29836
1645,pitstop_95dUKK0b,00:00:20.231,314376,15:03:52,2,29836
1646,pitstop_tL90qOlR,00:00:19.38,314426,14:31:35,1,29840
1647,pitstop_fabKGjwC,00:00:19.331,314447,15:02:27,2,29840
1648,pitstop_KudcnRHW,00:00:18.964,314467,15:31:43,3,29840
1649,pitstop_3FWFQu5I,00:00:19.669,314498,14:31:38,1,29844
1650,pitstop_0I1epQa0,00:00:19.365,314524,15:10:01,2,29844
1651,pitstop_Kf2ZHbnI,00:00:19.408,314568,14:28:38,1,29848
1652,pitstop_omQur2Vd,00:00:19.083,314587,14:56:39,2,29848
1653,pitstop_11syBeLS,00:00:20.355,314598,15:12:56,3,29848
1654,pitstop_fclLA4E9,00:00:20.213,314641,14:30:15,1,29852
1655,pitstop_pY0h35hn,00:00:20.604,314667,15:08:36,2,29852
1656,pitstop_Bns6nO6S,00:00:19.611,314717,14:36:05,1,29856
1657,pitstop_pjja41xI,00:00:19.175,314736,15:04:09,2,29856
1658,pitstop_EAIW1aG4,00:00:19.386,314752,15:27:30,3,29856
1659,pitstop_NrLoQDLb,00:00:19.981,314786,14:33:17,1,29859
1660,pitstop_TzncX62m,00:00:19.917,314811,15:10:12,2,29859
1661,pitstop_e2ynuPIl,00:00:20.352,314856,14:30:21,1,29863
1662,pitstop_kxJS87qH,00:00:20.632,314880,15:05:53,2,29863
1663,pitstop_OvGsSM7N,00:00:20.736,314926,14:28:52,1,29866
1664,pitstop_efkdgB9o,00:00:20.607,314950,15:04:31,2,29866
1665,pitstop_BSVnHlM5,00:00:20.46,314999,14:30:26,1,29870
1666,pitstop_8bpDrDAg,00:00:20.352,315021,15:03:06,2,29870
1667,pitstop_ExHRMO9I,00:00:20.304,315069,14:28:54,1,29873
1668,pitstop_6FlBSn2N,00:00:19.755,315095,15:07:28,2,29873
1669,pitstop_n6yZEYCW,00:00:13.206,315106,15:23:48,3,29873
1670,pitstop_ett4PrsX,00:00:20.32,315147,14:37:57,1,29877
1671,pitstop_jaacy4by,00:00:20.216,315173,15:16:34,2,29877
1672,pitstop_QvD2CnGw,00:00:20.51,315211,14:27:32,1,29880
1673,pitstop_I8P1LkSN,00:00:19.63,315231,14:57:29,2,29880
1674,pitstop_XirP2KY4,00:00:20.027,315244,15:16:46,3,29880
1675,pitstop_sYOq9wX8,00:00:20.363,315278,14:24:37,1,29882
1676,pitstop_UIysQq5m,00:00:19.858,315296,14:51:44,2,29882
1677,pitstop_DOgzoTOl,00:00:19.644,315312,15:15:27,3,29882
1678,pitstop_LaNwlVqd,00:00:19.6,315330,15:42:01,4,29882
1679,pitstop_ap4LZUWu,00:00:20.78,315353,14:32:09,1,29885
1680,pitstop_s5mU4Lz0,00:00:21.855,315372,15:00:48,2,29885
1681,pitstop_PejofnWF,00:00:20.567,315392,15:30:55,3,29885
1682,pitstop_A7ur5prS,00:00:20.234,315413,14:18:40,1,29887
1683,pitstop_pThz4IkY,00:00:20.065,315445,15:06:36,2,29887
1684,pitstop_A9DhU8Rl,00:00:21.07,315492,14:33:47,1,29890
1685,pitstop_9P9OYBAY,00:00:20.592,315509,14:59:27,2,29890
1686,pitstop_hMmIf7o5,00:00:20.515,315525,15:23:46,3,29890
1687,pitstop_pyNU0DAh,00:00:20.915,315562,14:36:59,1,29892
1688,pitstop_xIay7t3N,00:00:21.378,315581,15:05:50,2,29892
1689,pitstop_TKYpdxpx,00:00:21.337,315628,14:34:25,1,29894
1690,pitstop_azsCgh7B,00:00:20.383,315650,15:08:28,2,29894
1691,pitstop_9R2JRyjo,00:00:22.332,315699,14:40:27,1,29896
1692,pitstop_b6UruuIK,00:00:21.877,315718,15:10:00,2,29896
1693,pitstop_kgFYlAK4,00:00:21.259,315762,14:34:22,1,29898
1694,pitstop_qYsUlb5t,00:00:22.031,315783,15:07:06,2,29898
1695,pitstop_Mi6Bo2Hm,00:00:21.336,315806,14:08:08,1,29900
1696,pitstop_98J8GjY7,00:00:13.199,315809,14:12:58,2,29900
1697,pitstop_ykhkvYD6,00:00:20.503,315837,14:54:51,3,29900
1698,pitstop_XrptrcJ1,00:00:19.668,315885,14:46:43,1,29903
1699,pitstop_LJvZPDdC,00:00:20.811,315933,14:48:56,1,29907
1700,pitstop_c1DEOTqf,00:00:20.383,315969,14:29:22,1,29910
1701,pitstop_8oSS3Oft,00:00:20.289,315986,15:02:30,2,29910
1702,pitstop_UJ43E0qf,00:00:22.152,316018,14:33:14,1,29914
1703,pitstop_ad0PWoMF,00:00:20.696,316032,15:00:38,2,29914
1704,pitstop_Qe9Qs6Cb,00:00:20.306,316063,14:31:26,1,29917
1705,pitstop_z7IcZxNp,00:00:21.049,316078,15:00:45,2,29917
1706,pitstop_YHiYdwD7,00:00:20.908,316108,14:29:28,1,29920
1707,pitstop_XzJDsPS8,00:00:20.385,316124,15:00:39,2,29920
1708,pitstop_E3eiO87a,00:00:21.664,316163,14:45:02,1,29924
1709,pitstop_vyCJnJTr,00:00:20.835,316179,15:16:18,2,29924
1710,pitstop_4N2CHnbO,00:00:20.66,316205,14:37:19,1,29927
1711,pitstop_ja1pSMgG,00:00:21.077,316219,15:04:49,2,29927
1712,pitstop_sTvaLlFT,00:00:20.287,316248,14:31:21,1,29930
1713,pitstop_3NQZCYFf,00:00:21.06,316264,15:02:51,2,29930
1714,pitstop_mrpVuRl9,00:00:21.402,316292,14:27:27,1,29933
1715,pitstop_LkLlCa5M,00:00:21.115,316308,14:59:07,2,29933
1716,pitstop_c6yvED10,00:00:21.062,316349,14:47:24,1,29937
1717,pitstop_G7KCpBAx,00:00:20.534,316365,15:18:36,2,29937
1718,pitstop_NpZJZgQa,00:00:21.69,316390,14:39:19,1,29939
1719,pitstop_ctYJGQMU,00:00:22.03,316413,15:24:25,2,29939
1720,pitstop_ZtdRRQep,00:00:27.248,316421,14:06:35,1,29942
1721,pitstop_aBYRqagn,00:00:21.669,316427,14:21:42,2,29942
1722,pitstop_QnxFZsLE,00:00:22.106,316444,14:55:27,3,29942
1723,pitstop_CyBQctuC,00:00:25.972,316479,14:31:42,1,29946
1724,pitstop_gNVG0fKb,00:00:21.18,316493,14:59:52,2,29946
1725,pitstop_8R67DvWR,00:00:22.463,316522,14:29:54,1,29948
1726,pitstop_JmMpYO5v,00:00:20.66,316536,14:58:05,2,29948
1727,pitstop_S1Mhs4fp,00:00:21.611,316573,14:44:03,1,29950
1728,pitstop_R6WmGWnT,00:00:52.206,316613,14:35:49,1,29952
1729,pitstop_ZEhbNveV,00:00:21.931,316626,15:02:21,2,29952
1730,pitstop_6jIFUfs2,00:00:29.107,316644,14:06:31,1,29954
1731,pitstop_u542fyqO,00:00:25.027,316658,14:38:00,2,29954
1732,pitstop_hzVGbgcW,00:00:22.064,316670,15:02:18,3,29954
1733,pitstop_M9E9ppNB,00:00:23.953,316701,14:35:55,1,29956
1734,pitstop_2ymo3b2X,00:00:22.523,316715,15:04:17,2,29956
1735,pitstop_q9KbYfPU,00:00:21.842,316718,14:06:36,1,29958
1736,pitstop_TptVUcKF,00:00:20.736,316759,14:38:13,1,29978
1737,pitstop_nKwyobrm,00:00:22.472,316821,14:47:32,1,29982
1738,pitstop_pmyjxxE7,00:00:21.515,316867,14:33:52,1,29985
1739,pitstop_HjR1NDQ5,00:00:22.161,316922,14:32:19,1,29989
1740,pitstop_5xVFjj6p,00:00:21.73,316976,14:29:28,1,29993
1741,pitstop_4zSKZYQZ,00:00:22.247,317030,14:26:24,1,29997
1742,pitstop_gCl9sotY,00:00:22.31,317052,14:59:46,2,29997
1743,pitstop_gCY31o5Y,00:00:22.346,317085,14:25:03,1,30001
1744,pitstop_TZXMXShA,00:00:21.854,317109,15:01:21,2,30001
1745,pitstop_RkVpDrQe,00:00:22.19,317148,14:35:39,1,30005
1746,pitstop_12gSP5pL,00:00:22.874,317203,14:34:08,1,30009
1747,pitstop_SAoE6VN0,00:00:22.985,317263,14:40:20,1,30013
1748,pitstop_hWlJ1KNl,00:00:22.97,317307,14:23:38,1,30016
1749,pitstop_hIbbinGe,00:00:21.814,317329,14:57:05,2,30016
1750,pitstop_6NC16x9l,00:00:21.72,317373,14:40:19,1,30019
1751,pitstop_u9MZWVVi,00:00:21.962,317431,14:45:12,1,30022
1752,pitstop_nUgHEiOj,00:00:22.737,317476,14:29:51,1,30025
1753,pitstop_3nqQ2d9e,00:00:21.91,317498,15:03:38,2,30025
1754,pitstop_zVNznEP2,00:00:22.182,317531,14:32:59,1,30027
1755,pitstop_QXeuMZKs,00:00:22.811,317552,15:05:10,2,30027
1756,pitstop_wE9wE9pC,00:00:24.039,317583,14:31:32,1,30029
1757,pitstop_Z94rQdS0,00:00:22.046,317600,14:57:49,2,30029
1758,pitstop_Y9M59Oha,00:00:28.747,317625,14:14:33,1,30031
1759,pitstop_L2gwDBX9,00:00:22.581,317650,14:53:27,2,30031
1760,pitstop_ZeqlICKd,00:00:23.488,317693,14:38:04,1,30033
1761,pitstop_SurOss6u,00:00:31.745,317747,14:39:30,1,30035
1762,pitstop_WkP3Lprt,00:00:21.556,317798,14:35:36,1,30037
1763,pitstop_2JoHF6sb,00:00:22.746,317857,14:44:55,1,30040
1764,pitstop_2qvrtzyV,00:00:22.303,317900,14:33:51,1,30041
1765,pitstop_w6ZThqvo,00:00:15.008,317914,14:55:13,2,30041
1766,pitstop_qoPMKsof,00:00:23.375,317952,14:36:49,1,30045
1767,pitstop_7ImbN75W,00:00:29.117,317985,20:23:17,1,30052
1768,pitstop_ap35PJdL,00:00:31.137,318008,21:08:19,2,30052
1769,pitstop_lTtAubwD,00:00:30.019,318051,20:31:06,1,30056
1770,pitstop_YPBeneic,00:00:29.662,318070,21:08:25,2,30056
1771,pitstop_Jp2pQBKH,00:00:29.557,318110,20:25:22,1,30060
1772,pitstop_Gwr17VuU,00:00:29.19,318128,21:00:36,2,30060
1773,pitstop_RhjmqaZM,00:00:31.026,318173,20:27:23,1,30064
1774,pitstop_Gjgcw3cr,00:00:30.029,318194,21:08:49,2,30064
1775,pitstop_1d2FNW2K,00:00:29.546,318235,20:27:30,1,30068
1776,pitstop_TMrHCwoG,00:00:29.687,318256,21:09:07,2,30068
1777,pitstop_rkRJD87E,00:00:29.669,318297,20:29:37,1,30071
1778,pitstop_n3qiEKy0,00:00:29.37,318316,21:07:02,2,30071
1779,pitstop_SknZylHT,00:00:32.08,318359,20:31:24,1,30074
1780,pitstop_CCanCqff,00:00:31.753,318378,21:09:08,2,30074
1781,pitstop_yLK7XT4t,00:00:31.958,318408,20:06:31,1,30078
1782,pitstop_DS8OqXvP,00:00:29.403,318426,20:42:14,2,30078
1783,pitstop_aJWn6kQG,00:00:29.455,318440,21:10:02,3,30078
1784,pitstop_gRnsvI1b,00:00:30.992,318479,20:25:50,1,30081
1785,pitstop_pQmMX7SY,00:00:29.789,318499,21:05:16,2,30081
1786,pitstop_zQ5IuJft,00:00:30.043,318547,20:39:37,1,30084
1787,pitstop_MZyrQJrI,00:00:30.217,318569,21:26:57,2,30084
1788,pitstop_yht3riBy,00:00:29.333,318598,20:19:35,1,30087
1789,pitstop_mliu9ziM,00:00:29.304,318618,20:58:56,2,30087
