id,api_id,car_number,round_id,team_driver_id
1347,roundentry_8Kb5ipwV,30,54,690
1348,roundentry_J5JAPTVg,25,54,691
1349,roundentry_osB8L8nH,18,54,692
1350,roundentry_whW9jh4A,1,55,609
1351,roundentry_i3xKquh6,7,55,618
1352,roundentry_g0jHCv8N,6,55,611
1353,roundentry_0pxBh7sC,20,55,675
1354,roundentry_n4l35m18,15,55,630
1355,roundentry_bV1zVNcj,21,55,686
1356,roundentry_oOPTUh5q,22,55,693
1357,roundentry_HiCjTCH3,11,55,694
1358,roundentry_WtG6RzWr,5,55,679
1359,roundentry_WdgAcQMq,12,55,695
1360,roundentry_W4kljEh8,18,55,672
1361,roundentry_4d92AHnx,4,55,610
1362,roundentry_h8whWMZj,2,55,619
1363,roundentry_UG8GqDll,3,55,622
1364,roundentry_aQYTf22J,8,55,687
1365,roundentry_fC0h2haB,19,55,628
1366,roundentry_E6xMtiNG,16,55,685
1367,roundentry_1CG9QKOs,10,55,629
1368,roundentry_NscnjxD6,14,55,633
1369,roundentry_aRHJdQKV,8,55,627
1370,roundentry_Ft7vjjqj,11,55,626
1371,roundentry_y6Chwgxj,18,55,620
1372,roundentry_FU7DudcP,36,56,618
1373,roundentry_4PzKfbsK,26,56,609
1374,roundentry_8mSx6M2E,26,56,619
1375,roundentry_ZN4R2Qj7,4,56,696
1376,roundentry_q9IphoHU,38,56,675
1377,roundentry_tk8l1kAi,6,56,682
1378,roundentry_7TARmb0X,40,56,620
1379,roundentry_1z7kprwG,14,56,697
1380,roundentry_29NSYM0V,22,56,609
1381,roundentry_09PIdG4E,22,56,622
1382,roundentry_vgeASN2d,12,56,698
1383,roundentry_8KInbmlq,42,56,614
1384,roundentry_kcm4bzuk,44,56,685
1385,roundentry_Ma83fMig,28,56,610
1386,roundentry_lbRL2Elj,46,56,687
1387,roundentry_5TXOFETG,46,56,611
1388,roundentry_j0ZY5Fsv,18,56,632
1389,roundentry_2xqgsYCy,32,56,611
1390,roundentry_KMDXeyDH,48,56,686
1391,roundentry_BWqvFaRN,20,56,631
1392,roundentry_FZj1mMfi,16,56,699
1393,roundentry_gxWnZstE,24,56,622
1394,roundentry_QSeygv24,34,56,700
1395,roundentry_xQxev1Ob,34,56,672
1396,roundentry_ZzNJ3a1G,10,56,629
1397,roundentry_Db3JOhfS,30,56,679
1398,roundentry_OyEM70wJ,2,56,701
1399,roundentry_l6tCAum8,8,56,624
1400,roundentry_9CqiLYub,50,56,702
1401,roundentry_TLPNs48s,2,57,703
1402,roundentry_omdEYWL5,6,57,704
1403,roundentry_2Uc6FqVW,8,57,705
1404,roundentry_7LSAZg7I,22,57,706
1405,roundentry_ucl5grCx,20,57,707
1406,roundentry_zX8mANSN,20,57,708
1407,roundentry_UXZHMTEJ,18,57,709
1408,roundentry_JkOkrmGS,18,57,710
1409,roundentry_eLpZ4BS4,18,57,711
1410,roundentry_9FNQjrfl,24,57,712
1411,roundentry_qlHH4JIy,4,57,713
1412,roundentry_zIt5IHZt,26,57,714
1413,roundentry_AuGOrfHp,28,57,715
1414,roundentry_yxHi8FVu,14,57,716
1415,roundentry_9vecrZsr,16,57,717
1416,roundentry_10R7p3tQ,12,57,718
1417,roundentry_QSEzb21x,10,57,710
1418,roundentry_yTVfO5N7,32,58,703
1419,roundentry_KByrvCxQ,20,58,719
1420,roundentry_FjInzsPo,2,58,720
1421,roundentry_M3XaPOVh,10,58,721
1422,roundentry_lasEPNqB,30,58,722
1423,roundentry_byMQIlHf,14,58,723
1424,roundentry_NO22YUiF,24,58,717
1425,roundentry_RrOIk0CB,24,58,709
1426,roundentry_HTM5suv5,34,58,706
1427,roundentry_9nckQ5Pi,34,58,724
1428,roundentry_gxl8MeU4,6,58,725
1429,roundentry_CVzFbpq4,36,58,705
1430,roundentry_7bnX5aJc,12,58,726
1431,roundentry_I1D3UKCn,38,58,706
1432,roundentry_DyNnnRqo,22,58,727
1433,roundentry_hhrBq2BR,26,58,710
1434,roundentry_dNCofAec,18,58,728
1435,roundentry_onf4VUe5,28,58,717
1436,roundentry_BjPKD1pu,8,58,729
1437,roundentry_fvxXkeyg,40,58,730
1438,roundentry_u55FgTFp,4,58,731
1439,roundentry_ekpYU4eT,42,58,715
1440,roundentry_WA5gMXqv,16,58,732
1441,roundentry_t09RfELj,9,59,733
1442,roundentry_g4lYZTCS,26,59,734
1443,roundentry_rRJT8tlr,1,59,735
1444,roundentry_pUN8X8wl,54,59,736
1445,roundentry_lfrp0Pul,73,59,737
1446,roundentry_re7ArwV7,6,59,738
1447,roundentry_d4GXdrX4,48,59,739
1448,roundentry_doYb5mnK,12,59,740
1449,roundentry_WN1sl9fO,7,59,741
1450,roundentry_5JEN155l,22,59,742
1451,roundentry_ZGl0YQic,19,59,743
1452,roundentry_u5Xn10TH,10,59,744
1453,roundentry_21jJSMa1,95,59,745
1454,roundentry_zE0Rq74P,82,59,746
1455,roundentry_qUl2XyKx,27,59,747
1456,roundentry_PIZsr7x7,18,59,748
1457,roundentry_bJ7UQy5u,3,59,749
1458,roundentry_ZuM3QzTq,5,59,750
1459,roundentry_OEDCXduV,92,59,751
1460,roundentry_CDd5VMdO,28,59,752
1461,roundentry_pQzqldGh,89,59,753
1462,roundentry_wmhNNAWM,14,59,754
1463,roundentry_NWGgYxMi,88,59,755
1464,roundentry_5UoyI4tz,77,59,756
1465,roundentry_g2WeYNzj,43,59,757
1466,roundentry_ida6RaUg,31,59,758
1467,roundentry_QswfFR1T,16,59,759
1468,roundentry_Fkg50kqi,57,59,760
1469,roundentry_pBNfcRCi,83,59,761
1470,roundentry_PVsbdwr8,8,59,762
1471,roundentry_oKL0V7IT,52,59,763
1472,roundentry_kxBrIMiJ,55,59,764
1473,roundentry_J4KSJ5Or,23,59,765
1474,roundentry_RunJ217A,2,60,703
1475,roundentry_QbEClWN4,10,60,718
1476,roundentry_5UXjNPZi,12,60,710
1477,roundentry_mG0kN9id,14,60,717
1478,roundentry_Gv1wqRZF,6,60,706
1479,roundentry_O28aT65H,4,60,704
1480,roundentry_JYrFW5t5,24,60,723
1481,roundentry_m46tRiOr,24,60,766
1482,roundentry_qsBe8ppP,8,60,705
1483,roundentry_vrF6Bi4y,18,60,767
1484,roundentry_bA6sMxCs,20,60,768
1485,roundentry_iPMVViXe,28,60,769
1486,roundentry_ySLbu0s9,16,60,722
1487,roundentry_MirhSL1u,22,60,723
1488,roundentry_1GtYczdg,30,60,727
1489,roundentry_II0p4KZx,26,60,725
1490,roundentry_1H28w0dW,20,61,719
1491,roundentry_dCDcFE9b,20,61,728
1492,roundentry_uoUb74Mk,14,61,718
1493,roundentry_vLns9zRT,10,61,717
1494,roundentry_ZJJ9PJ2Y,16,61,710
1495,roundentry_uisVr1JL,16,61,722
1496,roundentry_gC7z0K71,36,61,770
1497,roundentry_FglVlTsS,38,61,771
1498,roundentry_7Vyr1Uvr,22,61,767
1499,roundentry_rL7oquZo,32,61,772
1500,roundentry_USwRs6Ky,34,61,723
1501,roundentry_br0qGX3h,4,61,704
1502,roundentry_Gm1e6tEf,12,61,710
1503,roundentry_rHPYjU0K,18,61,719
1504,roundentry_C3YJxC0O,18,61,728
1505,roundentry_pAN5tDzN,2,61,703
1506,roundentry_w3XKKucY,24,61,773
1507,roundentry_qWt3Ur7G,26,61,774
1508,roundentry_ajm5RoDX,6,61,706
1509,roundentry_LKBfHf16,8,61,705
1510,roundentry_JQT0IF6p,28,61,712
1511,roundentry_d4G8ddk2,30,61,727
1512,roundentry_cofrlZnl,1,62,703
1513,roundentry_XNbRQgGn,8,62,717
1514,roundentry_waQoyzgE,7,62,710
1515,roundentry_PshOxTHD,6,62,718
1516,roundentry_lbwCihvC,10,62,728
1517,roundentry_uzb5WRVg,2,62,704
1518,roundentry_5QLMYsCv,3,62,706
1519,roundentry_bya2w9PK,16,62,720
1520,roundentry_wv5cbWOD,11,62,719
1521,roundentry_3zivCPFy,4,62,724
1522,roundentry_4NDyMNA7,15,62,775
1523,roundentry_PL47OmVE,21,62,776
1524,roundentry_om2GrtxJ,28,62,777
1525,roundentry_5pLMDVsl,27,62,778
1526,roundentry_oYWyy9Z1,25,62,779
1527,roundentry_uhZKGxoT,17,62,730
1528,roundentry_9GuSeHWC,20,62,780
1529,roundentry_MbbRPlqG,23,62,770
1530,roundentry_uZtFn3wt,18,62,781
1531,roundentry_QH1Wa5Wp,12,62,767
1532,roundentry_wMfLqy7E,24,62,723
1533,roundentry_SeAoWPZv,26,62,782
1534,roundentry_djxoWSBj,29,62,783
1535,roundentry_IIQhxzGD,19,62,727
1536,roundentry_e2grDQ8e,26,63,728
1537,roundentry_TEMzy4ZV,2,63,703
1538,roundentry_FGkM85I5,6,63,706
1539,roundentry_9o3RTJ5L,14,63,720
1540,roundentry_ZXSRps5h,30,63,767
1541,roundentry_rzHKKw5U,8,63,724
1542,roundentry_iueLHr8l,24,63,723
1543,roundentry_V1yt0g2W,34,63,718
1544,roundentry_cs5EVlOh,10,63,781
1545,roundentry_UvOlrgr1,20,63,775
1546,roundentry_6J1y2kbP,16,63,712
1547,roundentry_Ame5QgYF,4,63,704
1548,roundentry_si70bv5Y,22,63,770
1549,roundentry_r030s26y,28,63,719
1550,roundentry_H0OXfyu9,18,63,727
1551,roundentry_BjeHPaVw,12,63,715
1552,roundentry_k8slRBr9,18,64,728
1553,roundentry_CWqqRx1y,2,64,703
1554,roundentry_2ChNmn7o,36,64,709
1555,roundentry_HKMvpKLF,26,64,720
1556,roundentry_5fRkWRXf,8,64,706
1557,roundentry_lULDIHXC,8,64,724
1558,roundentry_qsu87cuS,34,64,717
1559,roundentry_Otd1C6Fx,22,64,719
1560,roundentry_M26bUxzu,32,64,718
1561,roundentry_dTXbUyvj,10,64,781
1562,roundentry_Zho2AWag,14,64,727
1563,roundentry_eqQwskgk,28,64,784
1564,roundentry_PaK2GdkR,28,64,731
1565,roundentry_QwD7pLou,30,64,710
1566,roundentry_rTdXVg4g,20,64,767
1567,roundentry_vMN80n4c,6,64,704
1568,roundentry_wAcuiDer,16,64,775
1569,roundentry_PHEs0hfe,4,64,706
1570,roundentry_pARPt11q,24,64,712
1571,roundentry_VhsUGJx9,12,64,715
1572,roundentry_YrfdYMi0,14,65,785
1573,roundentry_PtCHfTS9,16,65,786
1574,roundentry_KG8n19kj,20,65,787
1575,roundentry_FxlUhwr6,2,65,788
1576,roundentry_gHHB49nJ,4,65,789
1577,roundentry_ivNAApXp,8,65,790
1578,roundentry_2KURVeVf,6,65,791
1579,roundentry_EHmSjc8U,10,65,792
1580,roundentry_wEtRKvKE,12,65,793
1581,roundentry_4aj5Ji0D,18,65,794
1582,roundentry_kdqIaUP2,20,66,795
1583,roundentry_94BbRV9F,34,66,786
1584,roundentry_EPSPb8cO,36,66,794
1585,roundentry_p8QsxyoI,16,66,796
1586,roundentry_PYPmgWpk,8,66,797
1587,roundentry_5XhSf5NV,24,66,798
1588,roundentry_3rMrpuku,40,66,799
1589,roundentry_ny8MAqsc,58,66,800
1590,roundentry_cJhdwqiG,26,66,801
1591,roundentry_TIEnoBsw,18,66,802
1592,roundentry_OPSJ2Flo,38,66,787
1593,roundentry_Z84qrqri,28,66,803
1594,roundentry_FTk4zTp5,6,66,804
1595,roundentry_yqoSySpQ,46,66,805
1596,roundentry_R2P3bKLB,30,66,806
1597,roundentry_lSMHDA58,32,66,807
1598,roundentry_kiT2ofQZ,22,66,808
1599,roundentry_tdoMR75C,50,66,809
1600,roundentry_qBlxNL9z,48,66,810
1601,roundentry_NpK9USSZ,12,66,811
1602,roundentry_yiQtixb8,14,66,812
1603,roundentry_5yfSA6s3,44,66,813
1604,roundentry_SKNtgDaK,56,66,814
1605,roundentry_Q0VYt0QK,52,66,815
1606,roundentry_ujNKPKAu,54,66,816
1607,roundentry_TTCLXeyG,42,66,793
1608,roundentry_Rifk9Eho,10,66,817
1609,roundentry_wEruYzjB,12,66,818
1610,roundentry_WN7VPv5q,50,66,819
1611,roundentry_MrqkDqXj,56,66,820
1612,roundentry_QIUcRHIk,4,66,792
1613,roundentry_TTjM6a6P,1,67,803
1614,roundentry_3JqOgnhK,15,67,797
1615,roundentry_wKNitmUj,14,67,804
1616,roundentry_En0XtNx5,7,67,802
1617,roundentry_Mq2NqeVo,5,67,787
1618,roundentry_sQPsGMe8,17,67,798
1619,roundentry_1cYbGkJD,6,67,786
1620,roundentry_9sxpddWV,8,67,796
1621,roundentry_BX9bf72k,9,67,795
1622,roundentry_voGZvOh2,11,67,800
1623,roundentry_RmJxIM8T,18,67,821
1624,roundentry_7FwtzRFP,10,67,805
1625,roundentry_PZaEFpMv,3,67,807
1626,roundentry_z9B78YWO,16,67,801
1627,roundentry_yvlgkPuK,4,67,794
1628,roundentry_FJ8t0IMi,12,67,822
1629,roundentry_XsuZW7G2,2,67,806
1630,roundentry_MluoLjWl,12,67,793
1631,roundentry_NthVDg6Z,1,68,823
1632,roundentry_lvanUTFT,99,68,824
1633,roundentry_wZicYl4p,9,68,825
1634,roundentry_QJWAZd5E,33,68,826
1635,roundentry_JGohqU4B,2,68,827
1636,roundentry_LRTpsJoZ,16,68,828
1637,roundentry_H6chksQH,26,68,829
1638,roundentry_TSYbqWLH,44,68,830
1639,roundentry_g8vzYhtm,61,68,831
1640,roundentry_OlI6TJwD,54,68,832
1641,roundentry_B44pbHvM,52,68,833
1642,roundentry_T9n5Xbu6,45,68,834
1643,roundentry_Qajq3d2W,19,68,835
1644,roundentry_4BM4Sj8B,65,68,836
1645,roundentry_ux5ksUco,59,68,837
1646,roundentry_pl9apjLu,29,68,838
1647,roundentry_SiFo1hcs,77,68,839
1648,roundentry_UvJDpzLI,15,68,840
1649,roundentry_VfzaNuVg,83,68,841
1650,roundentry_UwmR6CVm,8,68,842
1651,roundentry_RmmXozjG,43,68,843
1652,roundentry_piIuRtEr,88,68,844
1653,roundentry_dsHjfGiC,7,68,845
1654,roundentry_oV6q7XBu,89,68,846
1655,roundentry_dxUNQ0l5,25,68,847
1656,roundentry_G0fJ0Ghl,14,68,848
1657,roundentry_tjehs8QE,97,68,849
1658,roundentry_fY3CUeXb,5,68,850
1659,roundentry_FfWNVL4Z,4,68,851
1660,roundentry_2RwbqE7R,31,68,852
1661,roundentry_sj61aaS9,92,68,853
1662,roundentry_rcCTNSNI,68,68,854
1663,roundentry_ANvjOYJV,57,68,855
1664,roundentry_4YMmoJen,4,69,806
1665,roundentry_SAxGzDt9,16,69,787
1666,roundentry_oXlKueea,6,69,807
1667,roundentry_xZGuE9ZQ,40,69,798
1668,roundentry_fbMOpTc3,10,69,797
1669,roundentry_7f57Zuo5,20,69,856
1670,roundentry_aIQ1Rp2Q,28,69,857
1671,roundentry_vSniMcy9,24,69,802
1672,roundentry_kLDGKD6X,36,69,800
1673,roundentry_et6enUNa,26,69,813
1674,roundentry_HklrqzNl,38,69,792
1675,roundentry_dHsxuvwV,22,69,796
1676,roundentry_hTjgzACZ,42,69,801
1677,roundentry_DpFzjQhN,18,69,786
1678,roundentry_IUiCnfJ3,14,69,794
1679,roundentry_9dE0I0K5,8,69,804
1680,roundentry_dp4YNdCe,32,69,858
1681,roundentry_M94btLbG,2,69,803
1682,roundentry_ldJXaEEj,30,69,822
1683,roundentry_1R3tYaIa,4,70,787
1684,roundentry_mZTg6kne,8,70,803
1685,roundentry_8ql5dqKd,6,70,799
1686,roundentry_DMBY3GqC,34,70,788
1687,roundentry_v4QaPOPh,42,70,794
1688,roundentry_faf7hmWG,22,70,796
1689,roundentry_o4DWcWrW,36,70,859
1690,roundentry_OcZHFjXM,38,70,800
1691,roundentry_KoesOKeH,32,70,810
1692,roundentry_nLPemzqT,30,70,860
1693,roundentry_2uhaLocN,20,70,802
1694,roundentry_n8DwnWYy,16,70,797
1695,roundentry_bnN64B7e,14,70,804
1696,roundentry_c0vJXFBO,12,70,806
1697,roundentry_adePxGvk,12,70,807
1698,roundentry_FGu8Bejx,24,70,801
1699,roundentry_d1Xl5o6v,40,70,792
1700,roundentry_q6eK92Kq,18,70,861
1701,roundentry_QNumKymz,10,70,806
1702,roundentry_gaay6ci6,2,70,786
1703,roundentry_c00blu4g,28,70,862
1704,roundentry_XfFlYNTk,26,70,798
1705,roundentry_aRN0ZQBw,1,71,794
1706,roundentry_M2REmXa9,2,71,787
1707,roundentry_cjMWzVNB,10,71,802
1708,roundentry_BH2a2nf1,9,71,807
1709,roundentry_XzppyvwH,20,71,797
1710,roundentry_sTnikBjW,11,71,796
1711,roundentry_Na6SLuyu,8,71,806
1712,roundentry_oiXb1847,4,71,795
1713,roundentry_otMyCPT0,5,71,862
1714,roundentry_4Uf5Cw3V,3,71,799
1715,roundentry_Blli7OXv,22,71,800
1716,roundentry_RaANU54I,6,71,810
1717,roundentry_DaPYMgPt,12,71,863
1718,roundentry_c3wtGC8U,7,71,803
1719,roundentry_ezggI98l,17,71,798
1720,roundentry_I8Yw7JP8,19,71,804
1721,roundentry_SdEiaHi8,15,71,864
1722,roundentry_sI4QUYiL,18,71,865
1723,roundentry_A8Pq6W4C,16,71,801
1724,roundentry_QoMl0Ubo,14,71,866
1725,roundentry_o7DW594Z,8,72,806
1726,roundentry_ugD3qUts,10,72,802
1727,roundentry_Ke2ivRz9,11,72,795
1728,roundentry_L9OXEhLm,4,72,799
1729,roundentry_ci7CwKWp,20,72,867
1730,roundentry_U5Q6DX9p,21,72,868
1731,roundentry_DvTq4Vtw,26,72,863
1732,roundentry_6ibfdJNt,30,72,869
1733,roundentry_d3VI7wMg,23,72,870
1734,roundentry_myF6T3IT,12,72,798
1735,roundentry_OpD0ONh4,28,72,871
1736,roundentry_bmF5muDd,3,72,787
1737,roundentry_0srghzf0,2,72,794
1738,roundentry_PuqtDuJu,22,72,872
1739,roundentry_8IgJbIru,6,72,797
1740,roundentry_c2kgmaSO,27,72,873
1741,roundentry_5GjCyQtb,25,72,801
1742,roundentry_kSObhOrO,5,72,804
1743,roundentry_KFwzzTLk,18,72,821
1744,roundentry_qi4x84QN,17,72,874
1745,roundentry_pzGqc3it,7,72,803
1746,roundentry_vlJVBRYN,19,72,875
1747,roundentry_7kEUOUkL,29,72,876
1748,roundentry_WZcp8Pgh,24,72,796
1749,roundentry_AFXR1HEF,16,72,800
1750,roundentry_UtnqlhA1,14,72,860
1751,roundentry_3n0bgoAq,2,73,803
1752,roundentry_Ymgwag42,24,73,787
1753,roundentry_prMmTrWy,6,73,807
1754,roundentry_FnYJoA80,8,73,804
1755,roundentry_pc7RwZr8,22,73,799
1756,roundentry_XMRhNFyV,10,73,797
1757,roundentry_O6llZ5l3,14,73,796
1758,roundentry_EkW8X3Xy,12,73,795
1759,roundentry_j7FtHAA3,16,73,802
1760,roundentry_Sjh7tBSV,28,73,862
1761,roundentry_t9vP9aKS,4,73,806
1762,roundentry_psfTCzaN,20,73,801
1763,roundentry_tmZu2ItT,18,73,877
1764,roundentry_NkNjU7cF,32,73,800
1765,roundentry_oUeTF6Zs,30,73,813
1766,roundentry_8OEz5583,28,74,806
1767,roundentry_0w8KFeJt,14,74,787
1768,roundentry_43MMcuiA,18,74,870
1769,roundentry_2Sdz1vVd,32,74,862
1770,roundentry_NzSQfnWe,32,74,822
1771,roundentry_Z2Ui75Nz,6,74,802
1772,roundentry_SuVrWw8b,38,74,801
1773,roundentry_eyKfoHZd,36,74,798
1774,roundentry_elfpwkxN,42,74,813
1775,roundentry_HU3WXrnY,22,74,878
1776,roundentry_EaTZlaej,8,74,804
1777,roundentry_bhAWe6Xg,24,74,874
1778,roundentry_evnJdpVH,30,74,807
1779,roundentry_cp2PurGf,2,74,795
1780,roundentry_pwIYvjQE,26,74,803
1781,roundentry_x5XXTERA,12,74,879
1782,roundentry_N7pwuPTF,20,74,856
1783,roundentry_gy6QNKmI,40,74,810
1784,roundentry_jg9ihchg,34,74,862
1785,roundentry_qv8IU7oQ,16,74,799
1786,roundentry_WpP0xczW,10,74,797
1787,roundentry_dN3W11PT,4,74,796
1788,roundentry_BKXrRhgG,8,75,803
1789,roundentry_ADwo08uy,6,75,787
1790,roundentry_mpKDQggW,4,75,870
1791,roundentry_l9XWg6b4,18,75,879
1792,roundentry_UuFUACsS,16,75,797
1793,roundentry_foTN9O8p,22,75,822
1794,roundentry_fjTp6nUY,28,75,802
1795,roundentry_SAvkCxxW,30,75,880
1796,roundentry_2bjIFWwD,38,75,874
1797,roundentry_Fg8qGELG,34,75,798
1798,roundentry_xVuMrsNM,50,75,796
1799,roundentry_nDQrbadd,26,75,810
1800,roundentry_dytsn8ya,52,75,867
1801,roundentry_qtkb7vQZ,58,75,881
1802,roundentry_LK2peAtu,48,75,882
1803,roundentry_YbAZij9U,32,75,801
1804,roundentry_jox14hI0,12,75,807
1805,roundentry_oalGcJ3Y,54,75,883
1806,roundentry_VRV4foo2,56,75,884
1807,roundentry_ZkgKN4By,10,75,806
1808,roundentry_3LAelZkf,2,75,856
1809,roundentry_ha25hBHh,14,75,804
1810,roundentry_FRmkNZXP,24,75,872
1811,roundentry_yRGW5479,20,75,817
1812,roundentry_kOnQ06f6,36,75,795
1813,roundentry_ta9hEGI2,24,76,885
1814,roundentry_v4KZLOdQ,50,76,886
1815,roundentry_5HVXm7Zx,32,76,887
1816,roundentry_7FT3DaDT,48,76,888
1817,roundentry_qF6zdCz9,22,76,889
1818,roundentry_CPrjW0ZR,38,76,890
1819,roundentry_w98OYpU2,30,76,891
1820,roundentry_I0uK5Vnq,20,76,892
1821,roundentry_mNLOWslk,16,76,893
1822,roundentry_NAcyeqY0,18,76,894
1823,roundentry_ko7DOJiw,46,76,895
1824,roundentry_6JSs7yz3,40,76,896
1825,roundentry_w1ZpyUDx,26,76,897
1826,roundentry_bkuuvN4X,6,76,898
1827,roundentry_mFrrXIHK,52,76,899
1828,roundentry_3r1xlanB,44,76,900
1829,roundentry_95dp2k8i,34,76,901
1830,roundentry_h6IUsL0V,54,76,902
1831,roundentry_g1XlIJAB,12,76,903
1832,roundentry_kd6IQJGy,10,76,904
1833,roundentry_HE987oPA,4,76,905
1834,roundentry_GqXCdzkJ,42,76,906
1835,roundentry_S2L8ho2Z,14,76,907
1836,roundentry_RKC0rVn0,56,76,908
1837,roundentry_ObmBElND,5,77,909
1838,roundentry_mpU0pL7D,16,77,910
1839,roundentry_oZmoMhQO,3,77,911
1840,roundentry_01A4feSg,1,77,912
1841,roundentry_EY9ElG92,99,77,913
1842,roundentry_D7tmPvG1,33,77,914
1843,roundentry_auDG9tF4,37,77,915
1844,roundentry_74IjgHgL,19,77,916
1845,roundentry_DaxxSHt4,45,77,917
1846,roundentry_WrthSqzE,10,77,918
1847,roundentry_rFufFfhN,88,77,919
1848,roundentry_FmF6DMrz,74,77,920
1849,roundentry_rTa911vw,89,77,921
1850,roundentry_dnsHTJIP,66,77,922
1851,roundentry_TSYlwvV2,71,77,923
1852,roundentry_khsF17Yp,58,77,924
1853,roundentry_glCz10qf,44,77,925
1854,roundentry_Bs5dWptI,57,77,926
1855,roundentry_d5xTThl0,64,77,927
1856,roundentry_RvdQLG31,73,77,928
1857,roundentry_RvCEYcd3,53,77,929
1858,roundentry_sspZvJI6,15,77,930
1859,roundentry_DK6rrNeY,49,77,931
1860,roundentry_CNgKukuY,9,77,932
1861,roundentry_Ew8ESdv8,65,77,933
1862,roundentry_0HtIuLKc,48,77,934
1863,roundentry_hxxZMaSM,24,77,935
1864,roundentry_AkviRoO7,47,77,936
1865,roundentry_9wWT4QfN,7,77,937
1866,roundentry_CHdEG1Sj,77,77,938
1867,roundentry_WZgJXP29,87,77,939
1868,roundentry_ItwyGZVr,8,77,940
1869,roundentry_SGkEYcWB,6,77,941
1870,roundentry_XS33zFqs,7,78,894
1871,roundentry_gEdUhLHb,8,78,885
1872,roundentry_PMUJ6V0H,9,78,897
1873,roundentry_9Tt3gPnx,12,78,942
1874,roundentry_1IA5Cvgn,1,78,895
1875,roundentry_Uvk8ers9,3,78,888
1876,roundentry_TtoZO29p,14,78,896
1877,roundentry_1qi67xVF,10,78,887
1878,roundentry_XsjZQlAa,16,78,899
1879,roundentry_h4fDctMg,15,78,943
1880,roundentry_n62CDgqS,11,78,891
1881,roundentry_rEByJvm8,6,78,893
1882,roundentry_z7plq8QT,2,78,886
1883,roundentry_eooSehia,5,78,944
1884,roundentry_CPjh5KbJ,4,78,945
1885,roundentry_UjFnqvAY,24,79,886
1886,roundentry_TjgQWuQv,26,79,888
1887,roundentry_D6rL1HkS,8,79,885
1888,roundentry_W2vhWSeO,22,79,946
1889,roundentry_8ekjHugS,12,79,889
1890,roundentry_PDFCOigj,44,79,892
1891,roundentry_gC9LYxPm,6,79,893
1892,roundentry_c0hLer04,40,79,902
1893,roundentry_gp9kgGQY,42,79,947
1894,roundentry_FEFaC5Pq,38,79,948
1895,roundentry_RwSN2s3P,14,79,887
1896,roundentry_i1Is98Df,2,79,949
1897,roundentry_zcGPgN9J,30,79,895
1898,roundentry_eDCINYI8,16,79,890
1899,roundentry_iPCelWo0,28,79,950
1900,roundentry_cqNHt0Ln,34,79,942
1901,roundentry_jnPH7Xrk,18,79,951
1902,roundentry_xGIrmoBu,10,79,897
1903,roundentry_45MkYbzU,32,79,896
1904,roundentry_OudpjhO1,20,79,952
1905,roundentry_l1P2Q5Ay,4,79,894
1906,roundentry_98kcT0Fc,36,79,953
1907,roundentry_fVxaR8nI,12,80,885
1908,roundentry_nFMJvi9F,6,80,949
1909,roundentry_qjF1gX0k,16,80,889
1910,roundentry_P6pdX57L,8,80,893
1911,roundentry_6isCBh7M,18,80,887
1912,roundentry_nkR47XUG,2,80,945
1913,roundentry_ztsEm1Hc,14,80,897
1914,roundentry_eAkinjqk,30,80,954
1915,roundentry_KOaTGyjC,28,80,896
1916,roundentry_9l5U04Tl,48,80,955
1917,roundentry_YighdrYj,58,80,956
1918,roundentry_sFYGxXXL,52,80,957
1919,roundentry_RORAHcvi,46,80,958
1920,roundentry_JZHy9nds,4,80,944
1921,roundentry_TYbpCe8A,40,80,948
1922,roundentry_JLMjIuGE,42,80,892
1923,roundentry_JTqTfO3i,38,80,959
1924,roundentry_s4f92S9E,10,80,894
1925,roundentry_YSxNXPk0,22,80,951
1926,roundentry_DvffGDtG,24,80,960
1927,roundentry_MlUjBuKX,64,80,961
1928,roundentry_NNaqLG64,36,80,962
1929,roundentry_WMCWxd0w,50,80,963
1930,roundentry_zeyljYKC,20,80,964
1931,roundentry_aqZMVuer,54,80,965
1932,roundentry_JXoHJiHi,56,80,966
1933,roundentry_Njnfkg6W,60,80,967
1934,roundentry_UtJZTHTH,62,80,968
1935,roundentry_WcyooLyz,44,80,969
1936,roundentry_0UJUCUhR,66,80,970
1937,roundentry_yFRqMFXC,4,81,886
1938,roundentry_tKYcLmN5,6,81,950
1939,roundentry_VCFZMdW0,5,81,888
1940,roundentry_F1NCau0v,8,81,887
1941,roundentry_EG91AFHq,9,81,894
1942,roundentry_G8LPALZg,18,81,951
1943,roundentry_PzjMFeYy,10,81,893
1944,roundentry_ubYZ0WOB,2,81,889
1945,roundentry_ZlyK8VDO,11,81,971
1946,roundentry_WXcctz81,3,81,897
1947,roundentry_dC4f2AdX,1,81,885
1948,roundentry_ITNoArQT,16,81,896
1949,roundentry_NHwCxJFu,15,81,942
1950,roundentry_WpG10cw8,17,81,899
1951,roundentry_D0dAfRzp,7,81,891
1952,roundentry_uuzgvV4b,4,82,891
1953,roundentry_u1WTUMIg,2,82,897
1954,roundentry_uSXuwWY2,16,82,950
1955,roundentry_TELSrpdI,5,82,887
1956,roundentry_MZLeqXUa,6,82,893
1957,roundentry_pScwQCvk,10,82,945
1958,roundentry_8AUTAkNy,8,82,892
1959,roundentry_9tQlguKq,9,82,944
1960,roundentry_7Lf0Ebua,14,82,886
1961,roundentry_tJqWw72C,18,82,972
